person_id,lat,lon,dist_hypercentre_km,commune,INSEE,zone_metrique,zone_communale,reclasse,age,household_size,number_of_cars
729196,43.60954002268507,1.3375000596564421,8.76,Colomiers,31149,1ere couronne,1ere couronne,False,31,4,2
729198,43.60954002268507,1.3375000596564421,8.76,Colomiers,31149,1ere couronne,1ere couronne,False,35,4,2
729199,43.60954002268507,1.3375000596564421,8.76,Colomiers,31149,1ere couronne,1ere couronne,False,5,4,2
731410,43.595169968612424,1.358940013500369,6.93,Colomiers,31149,Toulouse,1ere couronne,True,26,2,2
732950,43.61054000180162,1.3340700094626228,9.05,Colomiers,31149,1ere couronne,1ere couronne,False,33,2,1
732951,43.61054000180162,1.3340700094626228,9.05,Colomiers,31149,1ere couronne,1ere couronne,False,65,2,1
733215,43.60795301635414,1.265364763114273,14.51,Pibrac,31417,1ere couronne,1ere couronne,False,50,3,3
733216,43.60795301635414,1.265364763114273,14.51,Pibrac,31417,1ere couronne,1ere couronne,False,20,3,3
733217,43.60795301635414,1.265364763114273,14.51,Pibrac,31417,1ere couronne,1ere couronne,False,13,3,3
740296,43.68134600149058,1.4601449400940265,9.42,Launaguet,31282,1ere couronne,1ere couronne,False,25,3,2
740297,43.68134600149058,1.4601449400940265,9.42,Launaguet,31282,1ere couronne,1ere couronne,False,59,3,2
742187,43.67734823176457,1.4509439533203037,8.91,Launaguet,31282,1ere couronne,1ere couronne,False,55,2,3
742188,43.67734823176457,1.4509439533203037,8.91,Launaguet,31282,1ere couronne,1ere couronne,False,59,2,3
742848,43.65183554110815,1.4440112269040664,6.06,Launaguet,31282,Toulouse,1ere couronne,True,27,2,2
742849,43.65183554110815,1.4440112269040664,6.06,Launaguet,31282,Toulouse,1ere couronne,True,31,2,2
759631,43.6637249714848,1.5014769611353698,8.67,Saint-Jean,31488,1ere couronne,1ere couronne,False,67,1,1
762373,43.66443002115808,1.4744199535344844,7.83,L'Union,31561,Toulouse,1ere couronne,True,32,2,2
762374,43.66443002115808,1.4744199535344844,7.83,L'Union,31561,Toulouse,1ere couronne,True,32,2,2
762657,43.6637249714848,1.5014769611353698,8.67,Saint-Jean,31488,1ere couronne,1ere couronne,False,46,5,2
762658,43.6637249714848,1.5014769611353698,8.67,Saint-Jean,31488,1ere couronne,1ere couronne,False,48,5,2
762659,43.6637249714848,1.5014769611353698,8.67,Saint-Jean,31488,1ere couronne,1ere couronne,False,12,5,2
762661,43.6637249714848,1.5014769611353698,8.67,Saint-Jean,31488,1ere couronne,1ere couronne,False,18,5,2
766695,43.65683395572433,1.4763479465553209,7.08,L'Union,31561,Toulouse,1ere couronne,True,83,1,0
769756,43.66270349278611,1.4780833967019815,7.74,L'Union,31561,Toulouse,1ere couronne,True,59,1,0
773254,43.61082004384803,1.4991100430258053,4.61,Balma,31044,Toulouse,1ere couronne,True,11,4,1
773255,43.61082004384803,1.4991100430258053,4.61,Balma,31044,Toulouse,1ere couronne,True,40,4,1
773256,43.61082004384803,1.4991100430258053,4.61,Balma,31044,Toulouse,1ere couronne,True,43,4,1
776712,43.379892021561965,1.5970229786652714,27.11,Nailloux,31396,2eme couronne,3eme couronne,True,67,2,2
777870,43.60756666475975,1.4942708014274222,4.13,Balma,31044,Toulouse,1ere couronne,True,35,1,1
780082,43.694818950561476,1.4702473462360586,11.03,Pechbonnieu,31410,1ere couronne,1ere couronne,False,35,1,1
780510,43.69890200307533,1.4717189398646098,11.5,Saint-Loup-Cammas,31497,1ere couronne,1ere couronne,False,54,2,2
780511,43.69890200307533,1.4717189398646098,11.5,Saint-Loup-Cammas,31497,1ere couronne,1ere couronne,False,53,2,2
783128,43.611199984809296,1.4976700583203764,4.51,Balma,31044,Toulouse,1ere couronne,True,91,1,0
783578,43.69326505027257,1.4841353927879537,11.12,Saint-Loup-Cammas,31497,1ere couronne,1ere couronne,False,61,3,3
783579,43.69326505027257,1.4841353927879537,11.12,Saint-Loup-Cammas,31497,1ere couronne,1ere couronne,False,24,3,3
783585,42.77688402035845,0.60339505697903,113.92,,,3eme couronne,hors périmètre,True,45,1,1
785855,43.60119998558102,1.5042400288447888,4.79,Balma,31044,Toulouse,1ere couronne,True,51,4,2
785856,43.60119998558102,1.5042400288447888,4.79,Balma,31044,Toulouse,1ere couronne,True,20,4,2
785857,43.60119998558102,1.5042400288447888,4.79,Balma,31044,Toulouse,1ere couronne,True,14,4,2
785858,43.60119998558102,1.5042400288447888,4.79,Balma,31044,Toulouse,1ere couronne,True,51,4,2
786037,43.80661902370895,1.3234810556310173,25.24,Saint-Rustice,31515,2eme couronne,3eme couronne,True,23,2,2
786038,43.80661902370895,1.3234810556310173,25.24,Saint-Rustice,31515,2eme couronne,3eme couronne,True,23,2,2
788890,43.607589536981735,1.4929515261334059,4.03,Balma,31044,Toulouse,1ere couronne,True,53,3,3
788891,43.607589536981735,1.4929515261334059,4.03,Balma,31044,Toulouse,1ere couronne,True,19,3,3
789310,43.096032031882125,0.9541630322008732,68.43,,,3eme couronne,hors périmètre,True,56,1,1
789391,43.107674354401205,0.9569824289821663,67.24,,,3eme couronne,hors périmètre,True,48,2,2
789392,43.107674354401205,0.9569824289821663,67.24,,,3eme couronne,hors périmètre,True,49,2,2
791455,43.604790000527174,1.5051900526997164,4.92,Balma,31044,Toulouse,1ere couronne,True,74,2,2
791456,43.604790000527174,1.5051900526997164,4.92,Balma,31044,Toulouse,1ere couronne,True,76,2,2
794857,43.26300302857198,0.9481839748600782,54.7,Samouillan,31529,3eme couronne,3eme couronne,False,58,2,1
795198,43.59793998293304,1.5026899917545964,4.65,Balma,31044,Toulouse,1ere couronne,True,83,2,2
795199,43.59793998293304,1.5026899917545964,4.65,Balma,31044,Toulouse,1ere couronne,True,75,2,2
801545,43.623329995371236,1.4965719943249463,5.06,Balma,31044,Toulouse,1ere couronne,True,90,3,1
801546,43.623329995371236,1.4965719943249463,5.06,Balma,31044,Toulouse,1ere couronne,True,57,3,1
801547,43.623329995371236,1.4965719943249463,5.06,Balma,31044,Toulouse,1ere couronne,True,83,3,1
805629,43.47775098409629,1.3512999396141596,15.29,Saubens,31533,1ere couronne,1ere couronne,False,49,3,2
805630,43.47775098409629,1.3512999396141596,15.29,Saubens,31533,1ere couronne,1ere couronne,False,17,3,2
805631,43.47775098409629,1.3512999396141596,15.29,Saubens,31533,1ere couronne,1ere couronne,False,47,3,2
806366,43.582345924738526,1.7156627530488298,21.86,Saussens,31534,2eme couronne,3eme couronne,True,17,5,2
806367,43.582345924738526,1.7156627530488298,21.86,Saussens,31534,2eme couronne,3eme couronne,True,15,5,2
806368,43.582345924738526,1.7156627530488298,21.86,Saussens,31534,2eme couronne,3eme couronne,True,11,5,2
806369,43.582345924738526,1.7156627530488298,21.86,Saussens,31534,2eme couronne,3eme couronne,True,43,5,2
808194,43.539130970006454,1.459742033014261,6.58,Ramonville-Saint-Agne,31446,Toulouse,1ere couronne,True,36,1,1
816127,43.53643202333942,1.467931963725094,7.02,Ramonville-Saint-Agne,31446,Toulouse,1ere couronne,True,58,2,1
816128,43.53643202333942,1.467931963725094,7.02,Ramonville-Saint-Agne,31446,Toulouse,1ere couronne,True,87,2,1
821953,43.58839696407419,1.335105046821773,8.91,Tournefeuille,31557,1ere couronne,1ere couronne,False,13,4,3
821954,43.58839696407419,1.335105046821773,8.91,Tournefeuille,31557,1ere couronne,1ere couronne,False,10,4,3
821955,43.58839696407419,1.335105046821773,8.91,Tournefeuille,31557,1ere couronne,1ere couronne,False,41,4,3
821956,43.58839696407419,1.335105046821773,8.91,Tournefeuille,31557,1ere couronne,1ere couronne,False,41,4,3
823994,43.58492099971596,1.3636789956953004,6.69,Tournefeuille,31557,Toulouse,1ere couronne,True,44,3,1
823995,43.58492099971596,1.3636789956953004,6.69,Tournefeuille,31557,Toulouse,1ere couronne,True,18,3,1
823996,43.58492099971596,1.3636789956953004,6.69,Tournefeuille,31557,Toulouse,1ere couronne,True,16,3,1
824174,43.52431498743283,1.3381922226831406,11.83,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,14,6,0
824175,43.52431498743283,1.3381922226831406,11.83,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,14,6,0
824176,43.52431498743283,1.3381922226831406,11.83,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,50,6,0
824177,43.52431498743283,1.3381922226831406,11.83,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,14,6,0
824179,43.52431498743283,1.3381922226831406,11.83,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,14,6,0
825204,43.53304921751801,1.3385392736008817,11.17,Cugnaux,31157,1ere couronne,1ere couronne,False,65,2,1
825205,43.53304921751801,1.3385392736008817,11.17,Cugnaux,31157,1ere couronne,1ere couronne,False,70,2,1
827123,43.57680401852182,1.3509520580335037,7.91,Tournefeuille,31557,Toulouse,1ere couronne,True,50,2,2
827124,43.57680401852182,1.3509520580335037,7.91,Tournefeuille,31557,Toulouse,1ere couronne,True,54,2,2
827425,43.580781984085945,1.3564449412771538,7.37,Tournefeuille,31557,Toulouse,1ere couronne,True,72,1,1
833444,43.54188237658438,1.3532149900905064,9.63,Cugnaux,31157,1ere couronne,1ere couronne,False,72,2,2
834621,43.523619992065264,1.340750061967935,11.74,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,49,2,1
834622,43.523619992065264,1.340750061967935,11.74,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,16,2,1
837828,43.54755407105586,1.3430965606305376,9.9,Cugnaux,31157,1ere couronne,1ere couronne,False,34,2,2
837829,43.54755407105586,1.3430965606305376,9.9,Cugnaux,31157,1ere couronne,1ere couronne,False,36,2,2
839097,43.53242086933223,1.3414141521764833,11.04,Cugnaux,31157,1ere couronne,1ere couronne,False,34,4,1
839099,43.53242086933223,1.3414141521764833,11.04,Cugnaux,31157,1ere couronne,1ere couronne,False,35,4,1
840735,43.53501830667997,1.348852038449991,10.39,Cugnaux,31157,1ere couronne,1ere couronne,False,11,5,1
840737,43.53501830667997,1.348852038449991,10.39,Cugnaux,31157,1ere couronne,1ere couronne,False,48,5,1
840738,43.53501830667997,1.348852038449991,10.39,Cugnaux,31157,1ere couronne,1ere couronne,False,41,5,1
840739,43.53501830667997,1.348852038449991,10.39,Cugnaux,31157,1ere couronne,1ere couronne,False,14,5,1
840852,43.559098127560695,1.3349723556041777,9.83,Cugnaux,31157,1ere couronne,1ere couronne,False,6,3,2
840853,43.559098127560695,1.3349723556041777,9.83,Cugnaux,31157,1ere couronne,1ere couronne,False,39,3,2
840854,43.559098127560695,1.3349723556041777,9.83,Cugnaux,31157,1ere couronne,1ere couronne,False,31,3,2
846198,43.52387271968853,1.3777193226009288,9.8,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,37,1,1
850322,43.53259781219701,1.334502310732838,11.45,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,53,1,1
857042,43.58184361008491,1.3158340282734433,10.54,Tournefeuille,31557,1ere couronne,1ere couronne,False,26,1,1
859811,43.54438938678285,1.3397380562785453,10.32,Cugnaux,31157,1ere couronne,1ere couronne,False,61,2,2
859956,43.589713994713655,1.3440440341999476,8.17,Tournefeuille,31557,1ere couronne,1ere couronne,False,40,4,1
859958,43.589713994713655,1.3440440341999476,8.17,Tournefeuille,31557,1ere couronne,1ere couronne,False,12,4,1
872239,43.523307962505726,1.350504023537423,11.21,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,27,1,1
873582,43.52540402303622,1.3288550298420128,12.31,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,43,1,1
876334,43.532614010776996,1.3300360604932844,11.73,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,5,4,2
876335,43.532614010776996,1.3300360604932844,11.73,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,9,4,2
876336,43.532614010776996,1.3300360604932844,11.73,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,55,4,2
877781,43.526472317415966,1.343429550591108,11.36,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,19,2,1
877782,43.526472317415966,1.343429550591108,11.36,Villeneuve-Tolosane,31588,1ere couronne,1ere couronne,False,53,2,1
882025,43.68008097181379,1.365235986273748,11.22,Seilh,31541,1ere couronne,1ere couronne,False,50,2,2
882026,43.68008097181379,1.365235986273748,11.22,Seilh,31541,1ere couronne,1ere couronne,False,77,2,2
887240,43.68392495955041,1.3638390062362173,11.63,Seilh,31541,1ere couronne,1ere couronne,False,53,2,0
887241,43.68392495955041,1.3638390062362173,11.63,Seilh,31541,1ere couronne,1ere couronne,False,91,2,0
887260,43.04339409880781,0.78040203850683,81.76,,,3eme couronne,hors périmètre,True,82,2,2
887261,43.04339409880781,0.78040203850683,81.76,,,3eme couronne,hors périmètre,True,81,2,2
889132,43.72236570262206,1.1365143909768491,28.44,Thil,31553,2eme couronne,2eme couronne,False,47,1,1
892971,43.0183166399585,0.9431946306818458,76.12,,,3eme couronne,hors périmètre,True,16,4,2
892972,43.0183166399585,0.9431946306818458,76.12,,,3eme couronne,hors périmètre,True,41,4,2
894370,43.459694009225665,1.845863967124553,35.76,Vaux,31570,2eme couronne,3eme couronne,True,74,1,1
894372,43.423847959107725,1.444033499645265,19.29,Venerque,31572,1ere couronne,2eme couronne,True,17,4,1
894375,43.423847959107725,1.444033499645265,19.29,Venerque,31572,1ere couronne,2eme couronne,True,45,4,1
901503,43.657329022529865,1.6620309597069705,18.7,Verfeil,31573,1ere couronne,2eme couronne,True,63,2,2
902561,43.429586981615536,1.43266001252705,18.68,Vernet,31574,1ere couronne,2eme couronne,True,57,1,1
907766,43.4592544873186,1.3810312260407627,16.2,Villate,31580,1ere couronne,1ere couronne,False,16,5,2
907768,43.4592544873186,1.3810312260407627,16.2,Villate,31580,1ere couronne,1ere couronne,False,46,5,2
907769,43.4592544873186,1.3810312260407627,16.2,Villate,31580,1ere couronne,1ere couronne,False,7,5,2
907770,43.4592544873186,1.3810312260407627,16.2,Villate,31580,1ere couronne,1ere couronne,False,14,5,2
908115,43.4738464138205,1.391746637172742,14.39,Villate,31580,1ere couronne,1ere couronne,False,58,3,3
908117,43.4738464138205,1.391746637172742,14.39,Villate,31580,1ere couronne,1ere couronne,False,59,3,3
911707,43.825296118043546,1.4315670669127898,25.37,Villaudric,31581,2eme couronne,3eme couronne,True,51,2,2
913503,43.83059473988068,1.4318988120041949,25.96,Villaudric,31581,2eme couronne,3eme couronne,True,49,1,1
922570,43.39858742838358,1.7167723720762527,31.13,Villefranche-de-Lauragais,31582,2eme couronne,3eme couronne,True,78,2,1
922571,43.39858742838358,1.7167723720762527,31.13,Villefranche-de-Lauragais,31582,2eme couronne,3eme couronne,True,77,2,1
930664,43.625965008225606,1.4361280428600207,3.26,Toulouse,31555,Toulouse,Toulouse,False,30,2,1
930665,43.625965008225606,1.4361280428600207,3.26,Toulouse,31555,Toulouse,Toulouse,False,30,2,1
931331,43.61597302624296,1.4218180175359394,2.79,Toulouse,31555,Toulouse,Toulouse,False,33,3,1
931332,43.61597302624296,1.4218180175359394,2.79,Toulouse,31555,Toulouse,Toulouse,False,37,3,1
935558,43.59114395650667,1.4497139936697157,0.79,Toulouse,31555,Toulouse,Toulouse,False,72,2,2
936138,43.608406997317545,1.4238419560189637,2.1,Toulouse,31555,Toulouse,Toulouse,False,79,2,1
936139,43.608406997317545,1.4238419560189637,2.1,Toulouse,31555,Toulouse,Toulouse,False,79,2,1
940629,43.57696900330087,1.3895220664900236,5.01,Toulouse,31555,Toulouse,Toulouse,False,82,3,2
940630,43.57696900330087,1.3895220664900236,5.01,Toulouse,31555,Toulouse,Toulouse,False,52,3,2
940631,43.57696900330087,1.3895220664900236,5.01,Toulouse,31555,Toulouse,Toulouse,False,82,3,2
941581,43.598453877483976,1.4601208799213727,1.22,Toulouse,31555,Toulouse,Toulouse,False,13,4,2
941582,43.598453877483976,1.4601208799213727,1.22,Toulouse,31555,Toulouse,Toulouse,False,22,4,2
941583,43.598453877483976,1.4601208799213727,1.22,Toulouse,31555,Toulouse,Toulouse,False,52,4,2
941584,43.598453877483976,1.4601208799213727,1.22,Toulouse,31555,Toulouse,Toulouse,False,60,4,2
942713,43.56389810217571,1.4055614260409173,4.89,Toulouse,31555,Toulouse,Toulouse,False,32,1,2
944114,43.57874052065598,1.4430196636832386,2.08,Toulouse,31555,Toulouse,Toulouse,False,76,1,0
944538,43.61000496516595,1.4387289830322336,1.5,Toulouse,31555,Toulouse,Toulouse,False,60,1,1
944829,43.6148880239978,1.3934430585855972,4.59,Toulouse,31555,Toulouse,Toulouse,False,35,2,1
944830,43.6148880239978,1.3934430585855972,4.59,Toulouse,31555,Toulouse,Toulouse,False,33,2,1
945637,43.60101595703573,1.3733589861744404,5.78,Toulouse,31555,Toulouse,Toulouse,False,74,1,0
948107,43.61905714476686,1.4088791795083466,3.78,Toulouse,31555,Toulouse,Toulouse,False,41,3,1
948108,43.61905714476686,1.4088791795083466,3.78,Toulouse,31555,Toulouse,Toulouse,False,65,3,1
948109,43.61905714476686,1.4088791795083466,3.78,Toulouse,31555,Toulouse,Toulouse,False,66,3,1
952139,43.573263559523085,1.4481255814917693,2.69,Toulouse,31555,Toulouse,Toulouse,False,59,2,2
952140,43.573263559523085,1.4481255814917693,2.69,Toulouse,31555,Toulouse,Toulouse,False,59,2,2
952884,43.65189597754373,1.4469049773823166,6.07,Toulouse,31555,Toulouse,Toulouse,False,27,3,1
952886,43.65189597754373,1.4469049773823166,6.07,Toulouse,31555,Toulouse,Toulouse,False,26,3,1
952938,43.5985530324495,1.429116037138711,1.29,Toulouse,31555,Toulouse,Toulouse,False,10,2,1
952939,43.5985530324495,1.429116037138711,1.29,Toulouse,31555,Toulouse,Toulouse,False,38,2,1
955412,43.61808501188464,1.4237260276861892,2.87,Toulouse,31555,Toulouse,Toulouse,False,23,1,0
955730,43.64264096634259,1.4626000090882523,5.23,Toulouse,31555,Toulouse,Toulouse,False,60,1,0
956155,43.59298203118003,1.442803056661107,0.52,Toulouse,31555,Toulouse,Toulouse,False,24,1,0
961027,43.58308830169439,1.4646128852621731,2.24,Toulouse,31555,Toulouse,Toulouse,False,23,2,2
961028,43.58308830169439,1.4646128852621731,2.24,Toulouse,31555,Toulouse,Toulouse,False,21,2,2
966681,43.61258595191747,1.4237617830756906,2.41,Toulouse,31555,Toulouse,Toulouse,False,35,2,2
968751,43.60063403069363,1.4451290470573583,0.37,Toulouse,31555,Toulouse,Toulouse,False,26,2,2
968752,43.60063403069363,1.4451290470573583,0.37,Toulouse,31555,Toulouse,Toulouse,False,27,2,2
969735,43.6060930241075,1.4513199458905495,1.1,Toulouse,31555,Toulouse,Toulouse,False,90,2,1
969736,43.6060930241075,1.4513199458905495,1.1,Toulouse,31555,Toulouse,Toulouse,False,88,2,1
970839,43.58444210769204,1.4723836930217828,2.63,Toulouse,31555,Toulouse,Toulouse,False,83,1,1
971662,43.600696035959494,1.4858360019927894,3.31,Toulouse,31555,Toulouse,Toulouse,False,5,4,1
971664,43.600696035959494,1.4858360019927894,3.31,Toulouse,31555,Toulouse,Toulouse,False,48,4,1
971665,43.600696035959494,1.4858360019927894,3.31,Toulouse,31555,Toulouse,Toulouse,False,39,4,1
972568,43.60482320181819,1.4262794395286933,1.72,Toulouse,31555,Toulouse,Toulouse,False,24,1,2
972830,43.60554615949285,1.3645972393864916,6.54,Toulouse,31555,Toulouse,Toulouse,False,28,1,1
976421,43.57737749204088,1.4167447534653475,3.18,Toulouse,31555,Toulouse,Toulouse,False,71,2,1
980938,43.587199565411126,1.3952895505052565,4.16,Toulouse,31555,Toulouse,Toulouse,False,32,1,0
983913,43.602097746616685,1.3704819241261725,6.02,Toulouse,31555,Toulouse,Toulouse,False,22,1,0
986878,43.582254033356314,1.4425890383335083,1.69,Toulouse,31555,Toulouse,Toulouse,False,36,2,0
986879,43.582254033356314,1.4425890383335083,1.69,Toulouse,31555,Toulouse,Toulouse,False,80,2,0
988142,43.595209467183466,1.4583483018660575,1.1,Toulouse,31555,Toulouse,Toulouse,False,23,1,1
991051,43.58098998965519,1.4474409780100221,1.83,Toulouse,31555,Toulouse,Toulouse,False,22,1,1
992606,43.56689066334553,1.3669593300669145,7.14,Toulouse,31555,Toulouse,Toulouse,False,27,2,2
992607,43.56689066334553,1.3669593300669145,7.14,Toulouse,31555,Toulouse,Toulouse,False,27,2,2
993184,43.602065000848725,1.4158610124585176,2.4,Toulouse,31555,Toulouse,Toulouse,False,17,4,1
993185,43.602065000848725,1.4158610124585176,2.4,Toulouse,31555,Toulouse,Toulouse,False,45,4,1
993186,43.602065000848725,1.4158610124585176,2.4,Toulouse,31555,Toulouse,Toulouse,False,15,4,1
993736,43.60381597275956,1.4473899889784345,0.74,Toulouse,31555,Toulouse,Toulouse,False,23,1,0
993817,43.66550319885466,1.4317550829010295,7.65,Toulouse,31555,Toulouse,Toulouse,False,25,3,1
993819,43.66550319885466,1.4317550829010295,7.65,Toulouse,31555,Toulouse,Toulouse,False,23,3,1
995100,43.64499173177505,1.4618025009175006,5.47,Toulouse,31555,Toulouse,Toulouse,False,52,2,1
996242,43.61337704388952,1.4404759480412948,1.82,Toulouse,31555,Toulouse,Toulouse,False,25,1,1
998950,43.62466552555781,1.4761798682025395,3.94,Toulouse,31555,Toulouse,Toulouse,False,69,2,1
1001282,43.56712904494182,1.403571032160808,4.74,Toulouse,31555,Toulouse,Toulouse,False,17,5,1
1001283,43.56712904494182,1.403571032160808,4.74,Toulouse,31555,Toulouse,Toulouse,False,59,5,1
1001284,43.56712904494182,1.403571032160808,4.74,Toulouse,31555,Toulouse,Toulouse,False,55,5,1
1001285,43.56712904494182,1.403571032160808,4.74,Toulouse,31555,Toulouse,Toulouse,False,20,5,1
1004220,43.611217010504994,1.4511610565576927,1.62,Toulouse,31555,Toulouse,Toulouse,False,21,1,1
1005939,43.61921798007225,1.4008924120006456,4.3,Toulouse,31555,Toulouse,Toulouse,False,31,1,0
1009651,43.61411400517284,1.4629550574247447,2.36,Toulouse,31555,Toulouse,Toulouse,False,5,5,2
1009652,43.61411400517284,1.4629550574247447,2.36,Toulouse,31555,Toulouse,Toulouse,False,29,5,2
1009653,43.61411400517284,1.4629550574247447,2.36,Toulouse,31555,Toulouse,Toulouse,False,10,5,2
1009654,43.61411400517284,1.4629550574247447,2.36,Toulouse,31555,Toulouse,Toulouse,False,33,5,2
1010555,43.600242040804574,1.4483219601760755,0.42,Toulouse,31555,Toulouse,Toulouse,False,22,1,0
1012659,43.56429310523756,1.504157532369866,6.02,Toulouse,31555,Toulouse,Toulouse,False,48,2,1
1012660,43.56429310523756,1.504157532369866,6.02,Toulouse,31555,Toulouse,Toulouse,False,22,2,1
1013010,43.61427487669583,1.4254758735507982,2.45,Toulouse,31555,Toulouse,Toulouse,False,26,2,2
1013011,43.61427487669583,1.4254758735507982,2.45,Toulouse,31555,Toulouse,Toulouse,False,31,2,2
1013132,43.598525044741116,1.434971033917656,0.82,Toulouse,31555,Toulouse,Toulouse,False,20,1,0
1016627,43.57975411519682,1.3805137799306477,5.55,Toulouse,31555,Toulouse,Toulouse,False,36,4,2
1016628,43.57975411519682,1.3805137799306477,5.55,Toulouse,31555,Toulouse,Toulouse,False,38,4,2
1016630,43.57975411519682,1.3805137799306477,5.55,Toulouse,31555,Toulouse,Toulouse,False,5,4,2
1017588,43.57437446002998,1.474699245342211,3.5,Toulouse,31555,Toulouse,Toulouse,False,39,5,1
1017589,43.57437446002998,1.474699245342211,3.5,Toulouse,31555,Toulouse,Toulouse,False,10,5,1
1017590,43.57437446002998,1.474699245342211,3.5,Toulouse,31555,Toulouse,Toulouse,False,14,5,1
1017591,43.57437446002998,1.474699245342211,3.5,Toulouse,31555,Toulouse,Toulouse,False,40,5,1
1029832,43.61818596401901,1.3995079922792404,4.33,Toulouse,31555,Toulouse,Toulouse,False,33,1,0
1030432,43.6015162816385,1.3716442769811292,5.92,Toulouse,31555,Toulouse,Toulouse,False,13,5,1
1030433,43.6015162816385,1.3716442769811292,5.92,Toulouse,31555,Toulouse,Toulouse,False,40,5,1
1030434,43.6015162816385,1.3716442769811292,5.92,Toulouse,31555,Toulouse,Toulouse,False,14,5,1
1030435,43.6015162816385,1.3716442769811292,5.92,Toulouse,31555,Toulouse,Toulouse,False,17,5,1
1030436,43.6015162816385,1.3716442769811292,5.92,Toulouse,31555,Toulouse,Toulouse,False,5,5,1
1030953,43.6143390282408,1.4611009751809438,2.29,Toulouse,31555,Toulouse,Toulouse,False,28,2,1
1030954,43.6143390282408,1.4611009751809438,2.29,Toulouse,31555,Toulouse,Toulouse,False,63,2,1
1032010,43.57433300912486,1.4583810234236052,2.78,Toulouse,31555,Toulouse,Toulouse,False,74,2,0
1032011,43.57433300912486,1.4583810234236052,2.78,Toulouse,31555,Toulouse,Toulouse,False,51,2,0
1032894,43.57866333101725,1.4135678016691446,3.27,Toulouse,31555,Toulouse,Toulouse,False,30,4,2
1032895,43.57866333101725,1.4135678016691446,3.27,Toulouse,31555,Toulouse,Toulouse,False,29,4,2
1032896,43.57866333101725,1.4135678016691446,3.27,Toulouse,31555,Toulouse,Toulouse,False,27,4,2
1032897,43.57866333101725,1.4135678016691446,3.27,Toulouse,31555,Toulouse,Toulouse,False,30,4,2
1034408,43.56664198699716,1.4649738812222688,3.77,Toulouse,31555,Toulouse,Toulouse,False,23,1,0
1035218,43.613640566215224,1.3958724286778614,4.35,Toulouse,31555,Toulouse,Toulouse,False,29,1,1
1037209,43.597019031851744,1.4256870159337094,1.56,Toulouse,31555,Toulouse,Toulouse,False,36,1,1
1041119,43.57136395735215,1.450225029094824,2.92,Toulouse,31555,Toulouse,Toulouse,False,13,5,2
1041120,43.57136395735215,1.450225029094824,2.92,Toulouse,31555,Toulouse,Toulouse,False,22,5,2
1041121,43.57136395735215,1.450225029094824,2.92,Toulouse,31555,Toulouse,Toulouse,False,10,5,2
1041122,43.57136395735215,1.450225029094824,2.92,Toulouse,31555,Toulouse,Toulouse,False,46,5,2
1041123,43.57136395735215,1.450225029094824,2.92,Toulouse,31555,Toulouse,Toulouse,False,44,5,2
1041539,43.58307997605714,1.409883020876338,3.24,Toulouse,31555,Toulouse,Toulouse,False,42,3,2
1047275,43.607381996905346,1.4771049515182584,2.82,Toulouse,31555,Toulouse,Toulouse,False,35,3,1
1047277,43.607381996905346,1.4771049515182584,2.82,Toulouse,31555,Toulouse,Toulouse,False,5,3,1
1049535,43.609452034155126,1.4503399964385824,1.41,Toulouse,31555,Toulouse,Toulouse,False,57,1,1
1049727,43.573141029451364,1.4565309433102265,2.85,Toulouse,31555,Toulouse,Toulouse,False,63,2,2
1049728,43.573141029451364,1.4565309433102265,2.85,Toulouse,31555,Toulouse,Toulouse,False,63,2,2
1051020,43.60298697798955,1.4427389431266355,0.65,Toulouse,31555,Toulouse,Toulouse,False,52,1,1
1052373,43.58032751366234,1.4568825769919715,2.12,Toulouse,31555,Toulouse,Toulouse,False,64,1,1
1053065,43.62393503647079,1.4586600275706916,3.15,Toulouse,31555,Toulouse,Toulouse,False,38,3,2
1053066,43.62393503647079,1.4586600275706916,3.15,Toulouse,31555,Toulouse,Toulouse,False,33,3,2
1053067,43.62393503647079,1.4586600275706916,3.15,Toulouse,31555,Toulouse,Toulouse,False,28,3,2
1053764,43.55411598212756,1.4573927433429565,4.91,Toulouse,31555,Toulouse,Toulouse,False,21,1,0
1054254,43.5564005310432,1.467080254255214,4.89,Toulouse,31555,Toulouse,Toulouse,False,21,1,0
1058598,43.60450499655112,1.4400349798674152,0.89,Toulouse,31555,Toulouse,Toulouse,False,19,1,0
1060318,43.588949979255524,1.4235569650297413,1.96,Toulouse,31555,Toulouse,Toulouse,False,74,1,1
